"time","IDs","migrant"
14600,3853,"21"
14600,3855,"21"
14600,3860,"21"
14600,3871,"21"
14600,3872,"21"
14600,3874,"21"
14600,3875,"21"
14600,3879,"21"
14600,3881,"21"
14600,3883,"21"
14600,3885,"21"
14600,3886,"21"
14600,3888,"21"
14600,3893,"21"
14600,3894,"21"
14600,3895,"21"
14600,3898,"21"
14600,3899,"21"
14600,3903,"21"
14600,3906,"21"
14600,3907,"21"
14600,3911,"21"
14600,3912,"21"
14600,3915,"21"
14600,3917,"21"
14600,3923,"21"
14600,3925,"21"
14600,3926,"21"
14600,3929,"21"
14600,3930,"21"
14600,3931,"21"
14600,3934,"21"
14600,3935,"21"
14600,3939,"21"
14600,3941,"21"
14600,3943,"21"
14600,3947,"21"
14600,3956,"21"
14600,3958,"21"
14600,3959,"21"
14600,3960,"21"
14600,3961,"21"
14600,3962,"21"
14600,3963,"21"
14600,3968,"21"
14600,3969,"21"
14600,3970,"21"
14600,3971,"21"
14600,3973,"21"
14600,3975,"21"
14600,3977,"21"
14600,3978,"21"
14600,3980,"21"
14600,3982,"21"
14600,3985,"21"
14600,3993,"21"
14600,3995,"21"
14600,3998,"21"
14600,4000,"21"
14600,4002,"21"
14600,4005,"21"
14600,4006,"21"
14600,4007,"21"
14600,4009,"21"
14600,4011,"21"
14600,4014,"21"
14600,4017,"21"
14600,4018,"21"
14600,4020,"21"
14600,4021,"21"
14600,4023,"21"
14600,4025,"21"
14600,4026,"21"
14600,4027,"21"
14600,4030,"21"
14600,4033,"21"
14600,4038,"21"
14600,4041,"21"
14600,4042,"21"
14600,4044,"21"
14600,4046,"21"
14600,4047,"21"
14600,4049,"21"
14600,4050,"21"
14600,4053,"21"
14600,4056,"21"
14600,4057,"21"
14600,4059,"21"
14600,4060,"21"
14600,4066,"21"
14600,4067,"21"
14600,4069,"21"
14600,4071,"21"
14600,4073,"21"
14600,4074,"21"
14600,4076,"21"
14600,4079,"21"
14600,4080,"21"
14600,4082,"21"
14600,4083,"21"
14600,4084,"21"
14600,4085,"21"
14600,4088,"21"
14600,4089,"21"
14600,4090,"21"
14600,4091,"21"
14600,4094,"21"
14600,4095,"21"
14600,4098,"21"
14600,4099,"21"
14600,4100,"21"
14600,4101,"21"
14600,4103,"21"
14600,4104,"21"
14600,4109,"21"
14600,4111,"21"
14600,4112,"21"
14600,4115,"21"
14600,4118,"21"
14600,4123,"21"
14600,4124,"21"
14600,4127,"21"
14600,4128,"21"
14600,4129,"21"
14600,4130,"21"
14600,4132,"21"
14600,4134,"21"
14600,4135,"21"
14600,4136,"21"
14600,4137,"21"
14600,4140,"21"
14600,4141,"21"
14600,4148,"21"
14600,4149,"21"
14600,4150,"21"
14600,4152,"21"
14600,4155,"21"
14600,4156,"21"
14600,4157,"21"
14600,4158,"21"
14600,4160,"21"
14600,4162,"21"
14600,4165,"21"
14600,4166,"21"
14600,4167,"21"
14600,4168,"21"
14600,4170,"21"
14600,4172,"21"
14600,4181,"21"
14600,4182,"21"
14600,4183,"21"
14600,4184,"21"
14600,4185,"21"
14600,4186,"21"
14600,4189,"21"
14600,4190,"21"
14600,4191,"21"
14600,4193,"21"
14600,4194,"21"
14600,4195,"21"
14600,4196,"21"
14600,4197,"21"
14600,4200,"21"
14600,4202,"21"
14600,4203,"21"
14600,4205,"21"
14600,4206,"21"
14600,4207,"21"
14600,4209,"21"
14600,4211,"21"
14600,4213,"21"
14600,4214,"21"
14600,4216,"21"
14600,4217,"21"
14600,4218,"21"
14600,4222,"21"
14600,4223,"21"
14600,4225,"21"
14600,4227,"21"
14600,4228,"21"
14600,4230,"21"
14600,4234,"21"
14600,4235,"21"
14600,4236,"21"
14600,4237,"21"
14600,4238,"21"
14600,4240,"21"
14600,4242,"21"
14600,4244,"21"
14600,4245,"21"
14600,4247,"21"
14600,4249,"21"
14600,4250,"21"
14600,4251,"21"
14600,4252,"21"
14600,4253,"21"
14600,4256,"21"
14600,4257,"21"
14600,4258,"21"
14600,4262,"21"
14600,4268,"21"
14600,4270,"21"
14600,4271,"21"
14600,4272,"21"
14600,4275,"21"
14600,4278,"21"
14600,4280,"21"
14600,4281,"21"
14600,4284,"21"
14600,4287,"21"
14600,4289,"21"
14600,4293,"21"
14600,4294,"21"
14600,4296,"21"
14600,4297,"21"
14600,4298,"21"
14600,4299,"21"
14600,4300,"21"
14600,4303,"21"
14600,4304,"21"
14600,4306,"21"
14600,4307,"21"
14600,4308,"21"
14600,4315,"21"
14600,4317,"21"
14600,4318,"21"
14600,4320,"21"
14600,4321,"21"
14600,4322,"21"
14600,4323,"21"
14600,4325,"21"
14600,4329,"21"
14600,4331,"21"
14600,4334,"21"
14600,4337,"21"
14600,4339,"21"
14600,4340,"21"
14600,4343,"21"
14600,4346,"21"
14600,4347,"21"
14600,4348,"21"
14600,4352,"21"
14600,4353,"21"
14600,4356,"21"
14600,4357,"21"
14600,4363,"21"
14600,4364,"21"
14600,4365,"21"
14600,4366,"21"
14600,4368,"21"
14600,4369,"21"
14600,4370,"21"
14600,4372,"21"
14600,4375,"21"
14600,4377,"21"
14600,4383,"21"
14600,4385,"21"
14600,4386,"21"
14600,4387,"21"
14600,4388,"21"
14600,4389,"21"
14600,4395,"21"
14600,4396,"21"
14600,4400,"21"
14600,4401,"21"
14600,4402,"21"
14600,4404,"21"
14600,4405,"21"
14600,4407,"21"
14600,4412,"21"
14600,4414,"21"
14600,4415,"21"
14600,4416,"21"
14600,4417,"21"
14600,4419,"21"
14600,4421,"21"
14600,4422,"21"
14600,4425,"21"
14600,4427,"21"
14600,4428,"21"
14600,4429,"21"
14600,4430,"21"
14600,4431,"21"
14600,4432,"21"
14600,4433,"21"
14600,4439,"21"
14600,4440,"21"
14600,4441,"21"
14600,4443,"21"
14600,4445,"21"
14600,4446,"21"
14600,4448,"21"
14600,4453,"21"
14600,4454,"21"
14600,4457,"21"
14600,4460,"21"
14600,4461,"21"
14600,4462,"21"
14600,4463,"21"
14600,4466,"21"
14600,4468,"21"
14600,4469,"21"
14600,4472,"21"
14600,4474,"21"
14600,4476,"21"
14600,4477,"21"
14600,4479,"21"
14600,4480,"21"
14600,4481,"21"
14600,4482,"21"
14600,4483,"21"
14600,4485,"21"
14600,4486,"21"
14600,4487,"21"
14600,4488,"21"
14600,4489,"21"
14600,4490,"21"
14600,4491,"21"
14600,4493,"21"
14600,4494,"21"
14600,4497,"21"
14600,4498,"21"
14600,4500,"21"
14600,4502,"21"
14600,4505,"21"
14600,4508,"21"
14600,4511,"21"
14600,4512,"21"
14600,4514,"21"
14600,4516,"21"
14600,4517,"21"
14600,4518,"21"
14600,4527,"21"
14600,4528,"21"
14600,4530,"21"
14600,4533,"21"
14600,4536,"21"
14600,4537,"21"
14600,4538,"21"
14600,4539,"21"
14600,4541,"21"
14600,4543,"21"
14600,4546,"21"
14600,4554,"21"
