"time","global","region"
8027,61299,20299
8028,61306,20301
8029,61305,20301
8030,61306,20300
8031,61307,20301
8032,61303,20299
8033,61300,20300
8034,61307,20303
8035,61303,20302
8036,61308,20301
8037,61308,20302
8038,61303,20303
8039,61307,20303
8040,61307,20302
8041,61307,20302
8042,61307,20301
8043,61303,20301
8044,61306,20302
8045,61302,20304
8046,61304,20302
8047,61304,20303
8048,61305,20303
8049,61307,20300
8050,61303,20304
8051,61306,20301
8052,61308,20302
8053,61304,20302
8054,61309,20303
8055,61303,20301
8056,61303,20302
8057,61305,20300
8058,61301,20298
8059,61307,20303
8060,61305,20303
8061,61309,20303
8062,61307,20300
8063,61308,20301
8064,61307,20303
8065,61307,20303
8066,61307,20302
8067,61307,20301
8068,61309,20300
8069,61309,20302
8070,61303,20301
8071,61310,20297
8072,61304,20299
8073,61303,20300
8074,61308,20299
8075,61303,20299
8076,61303,20300
8077,61306,20299
8078,61307,20300
8079,61305,20301
8080,61307,20300
8081,61310,20301
8082,61306,20298
8083,61308,20299
8084,61310,20300
8085,61311,20299
8086,61307,20299
8087,61305,20297
8088,61310,20297
8089,61310,20301
8090,61309,20299
8091,61306,20299
8092,61302,20299
8093,61304,20301
8094,61308,20299
8095,61308,20298
8096,61308,20298
8097,61308,20298
8098,61304,20297
8099,61313,20297
8100,61309,20298
8101,61307,20298
8102,61311,20297
8103,61313,20297
8104,61314,20296
8105,61312,20297
8106,61310,20296
8107,61306,20296
8108,61308,20297
8109,61312,20294
8110,61310,20296
8111,61311,20298
8112,61310,20298
8113,61310,20299
8114,61306,20299
8115,61305,20299
8116,61313,20299
8117,61314,20299
8118,61311,20298
8119,61311,20299
8120,61308,20298
8121,61311,20298
8122,61308,20299
8123,61311,20297
8124,61309,20299
8125,61308,20299
8126,61310,20297
8127,61304,20299
8128,61311,20295
8129,61309,20297
8130,61310,20294
8131,61308,20297
8132,61307,20300
8133,61307,20300
8134,61308,20299
8135,61311,20300
8136,61308,20300
8137,61304,20298
8138,61307,20301
8139,61310,20301
8140,61311,20301
8141,61306,20298
8142,61306,20298
8143,61308,20302
8144,61309,20301
8145,61306,20303
8146,61301,20303
8147,61306,20301
8148,61302,20304
8149,61301,20305
8150,61307,20304
8151,61304,20305
8152,61305,20306
8153,61298,20307
8154,61304,20305
8155,61302,20305
8156,61304,20305
8157,61305,20306
8158,61303,20306
8159,61302,20307
8160,61302,20306
8161,61300,20306
8162,61304,20304
8163,61303,20306
8164,61304,20306
8165,61301,20306
8166,61300,20306
8167,61300,20305
8168,61300,20306
8169,61303,20304
8170,61300,20306
8171,61306,20306
8172,61296,20307
8173,61300,20309
8174,61300,20308
8175,61297,20308
8176,61297,20307
8177,61304,20308
8178,61297,20307
8179,61298,20308
8180,61301,20306
8181,61296,20304
8182,61301,20306
8183,61295,20308
8184,61301,20307
8185,61299,20307
8186,61300,20308
8187,61299,20308
8188,61297,20309
8189,61303,20307
8190,61299,20308
8191,61299,20310
8192,61299,20308
8193,61298,20310
8194,61296,20309
8195,61302,20309
8196,61298,20310
8197,61297,20307
8198,61297,20309
8199,61297,20310
8200,61299,20308
8201,61300,20308
8202,61301,20309
8203,61299,20310
8204,61292,20309
8205,61301,20307
8206,61302,20310
8207,61301,20310
8208,61296,20304
8209,61294,20308
8210,61297,20307
8211,61302,20307
8212,61296,20309
8213,61298,20308
8214,61299,20307
8215,61297,20308
8216,61304,20307
8217,61300,20307
8218,61301,20306
8219,61301,20306
8220,61302,20308
8221,61296,20308
8222,61302,20306
8223,61300,20302
8224,61302,20306
8225,61299,20307
8226,61302,20303
8227,61295,20307
8228,61303,20302
8229,61307,20304
8230,61302,20304
8231,61300,20305
8232,61300,20304
8233,61300,20307
8234,61301,20304
8235,61301,20305
8236,61302,20306
8237,61301,20305
8238,61301,20306
8239,61303,20305
8240,61303,20305
8241,61303,20305
8242,61300,20305
8243,61306,20304
8244,61297,20305
8245,61299,20307
8246,61304,20303
8247,61305,20306
8248,61303,20306
8249,61302,20305
8250,61298,20306
8251,61303,20306
8252,61296,20305
8253,61299,20306
8254,61298,20306
8255,61303,20307
8256,61300,20305
8257,61299,20306
8258,61298,20305
8259,61304,20304
8260,61303,20305
8261,61305,20305
8262,61298,20308
8263,61296,20306
8264,61297,20308
8265,61299,20308
8266,61299,20308
8267,61296,20308
8268,61305,20308
8269,61296,20309
8270,61299,20307
8271,61298,20309
8272,61301,20309
8273,61300,20308
8274,61302,20307
8275,61303,20309
8276,61299,20308
8277,61299,20308
8278,61292,20305
8279,61299,20307
8280,61300,20309
8281,61297,20307
8282,61297,20310
8283,61299,20310
8284,61290,20308
8285,61300,20309
8286,61296,20309
8287,61301,20310
8288,61302,20308
8289,61298,20309
8290,61301,20310
8291,61295,20309
8292,61303,20309
8293,61298,20307
8294,61301,20308
8295,61296,20308
8296,61297,20309
8297,61300,20306
8298,61299,20307
8299,61297,20308
8300,61299,20307
8301,61298,20306
8302,61302,20306
8303,61298,20309
8304,61298,20307
8305,61299,20306
8306,61301,20308
8307,61302,20308
8308,61301,20308
8309,61300,20309
8310,61298,20309
8311,61296,20309
8312,61300,20306
8313,61300,20308
8314,61298,20307
8315,61297,20307
8316,61298,20308
8317,61297,20310
8318,61301,20309
8319,61296,20309
8320,61300,20307
8321,61300,20309
8322,61295,20308
8323,61295,20309
8324,61297,20309
8325,61299,20311
8326,61301,20310
8327,61297,20309
8328,61297,20311
8329,61297,20311
8330,61295,20311
8331,61297,20306
8332,61298,20310
8333,61299,20308
8334,61299,20310
8335,61298,20310
8336,61299,20311
8337,61297,20310
8338,61294,20309
8339,61297,20311
8340,61297,20307
8341,61298,20309
8342,61295,20311
8343,61298,20311
8344,61298,20310
8345,61301,20310
8346,61295,20309
8347,61298,20310
8348,61297,20308
8349,61293,20311
8350,61291,20311
8351,61295,20310
8352,61298,20310
8353,61299,20310
8354,61297,20311
8355,61293,20309
8356,61297,20311
8357,61302,20310
8358,61300,20308
8359,61298,20311
8360,61296,20311
8361,61296,20311
8362,61293,20310
8363,61303,20310
8364,61294,20309
8365,61296,20311
8366,61297,20311
8367,61299,20314
8368,61291,20314
8369,61294,20311
8370,61295,20313
8371,61294,20313
8372,61291,20314
8373,61294,20314
8374,61298,20311
8375,61296,20310
8376,61297,20312
8377,61295,20312
8378,61295,20309
8379,61293,20312
8380,61297,20313
8381,61295,20315
8382,61297,20312
8383,61292,20315
8384,61293,20313
8385,61293,20314
8386,61291,20316
8387,61296,20316
8388,61295,20314
8389,61290,20316
8390,61294,20316
8391,61295,20313
8392,61293,20313
8393,61297,20314
8394,61290,20312
8395,61292,20315
8396,61293,20314
8397,61288,20313
8398,61294,20312
8399,61297,20315
8400,61296,20312
8401,61292,20316
8402,61291,20315
8403,61290,20315
8404,61291,20313
8405,61291,20316
8406,61292,20317
8407,61293,20314
8408,61295,20315
8409,61291,20316
8410,61290,20316
8411,61291,20317
8412,61293,20312
8413,61292,20314
8414,61293,20316
8415,61290,20315
8416,61289,20316
8417,61293,20313
8418,61290,20312
8419,61293,20316
8420,61293,20313
8421,61291,20313
8422,61289,20315
8423,61293,20315
8424,61290,20316
8425,61293,20315
8426,61289,20318
8427,61292,20317
8428,61293,20318
8429,61290,20317
8430,61290,20317
8431,61290,20315
8432,61289,20318
8433,61290,20318
8434,61291,20317
8435,61291,20318
8436,61293,20314
8437,61289,20314
8438,61294,20316
8439,61295,20317
8440,61296,20315
8441,61291,20314
8442,61288,20314
8443,61293,20315
8444,61293,20316
8445,61288,20315
8446,61295,20313
8447,61291,20313
8448,61297,20313
8449,61291,20313
8450,61291,20313
8451,61297,20314
8452,61295,20314
8453,61298,20312
8454,61296,20309
8455,61294,20313
8456,61297,20312
8457,61294,20313
8458,61296,20310
8459,61297,20312
8460,61295,20312
8461,61298,20311
8462,61292,20310
8463,61299,20310
8464,61298,20309
8465,61298,20309
8466,61300,20311
8467,61299,20312
8468,61298,20312
8469,61294,20313
8470,61294,20313
8471,61290,20311
8472,61291,20313
8473,61295,20313
8474,61293,20312
8475,61294,20311
8476,61292,20312
8477,61296,20313
8478,61292,20312
8479,61296,20310
8480,61299,20312
8481,61293,20313
8482,61291,20313
8483,61296,20311
8484,61295,20311
8485,61296,20312
8486,61297,20313
8487,61292,20310
8488,61296,20312
8489,61294,20314
8490,61296,20312
8491,61291,20313
8492,61292,20315
8493,61298,20313
8494,61292,20313
8495,61293,20314
8496,61290,20314
8497,61290,20314
8498,61295,20313
8499,61296,20314
8500,61297,20312
8501,61295,20315
8502,61292,20314
8503,61289,20313
8504,61291,20314
8505,61292,20313
8506,61296,20315
8507,61288,20315
8508,61293,20316
8509,61291,20317
8510,61289,20317
8511,61289,20316
8512,61291,20317
8513,61289,20316
8514,61290,20318
8515,61287,20315
8516,61291,20316
8517,61292,20318
8518,61293,20316
8519,61289,20317
8520,61290,20316
8521,61294,20317
8522,61291,20318
8523,61291,20316
8524,61292,20318
8525,61286,20316
8526,61291,20316
8527,61292,20318
8528,61290,20314
8529,61288,20317
8530,61290,20318
8531,61291,20317
8532,61294,20318
8533,61292,20317
8534,61285,20317
8535,61292,20318
8536,61286,20319
8537,61287,20318
8538,61288,20318
8539,61288,20319
8540,61288,20318
8541,61290,20319
8542,61288,20317
8543,61292,20316
8544,61290,20319
8545,61290,20319
8546,61292,20319
8547,61289,20319
8548,61290,20316
8549,61291,20318
8550,61290,20319
8551,61292,20317
8552,61290,20319
8553,61289,20317
8554,61291,20318
8555,61287,20317
8556,61289,20319
8557,61291,20316
8558,61288,20317
8559,61287,20318
8560,61288,20318
8561,61292,20317
8562,61283,20318
8563,61291,20319
8564,61287,20318
8565,61291,20319
8566,61292,20319
8567,61291,20318
8568,61291,20316
8569,61288,20318
8570,61288,20318
8571,61287,20315
8572,61291,20316
8573,61287,20317
8574,61290,20319
8575,61292,20319
8576,61292,20315
8577,61291,20318
8578,61292,20318
8579,61288,20318
8580,61283,20315
8581,61288,20318
8582,61290,20316
8583,61285,20318
8584,61290,20316
8585,61289,20316
8586,61288,20317
8587,61292,20316
8588,61292,20317
8589,61289,20316
8590,61289,20317
8591,61294,20317
8592,61290,20315
8593,61293,20316
8594,61289,20317
8595,61294,20314
8596,61290,20314
8597,61291,20316
8598,61294,20314
8599,61295,20313
8600,61291,20314
8601,61295,20313
8602,61296,20314
8603,61295,20308
8604,61294,20313
8605,61292,20313
8606,61290,20314
8607,61296,20314
8608,61293,20314
8609,61297,20312
8610,61298,20313
8611,61299,20313
8612,61293,20315
8613,61293,20315
8614,61293,20314
8615,61295,20312
8616,61291,20315
8617,61293,20312
8618,61294,20313
8619,61290,20315
8620,61294,20314
8621,61297,20314
8622,61292,20315
8623,61293,20314
8624,61292,20313
8625,61293,20314
8626,61299,20310
8627,61292,20310
8628,61300,20311
8629,61298,20308
8630,61299,20310
8631,61296,20308
8632,61292,20310
8633,61301,20309
8634,61303,20309
8635,61298,20309
8636,61297,20308
8637,61299,20309
8638,61300,20309
8639,61298,20308
8640,61295,20308
8641,61296,20309
8642,61299,20308
8643,61302,20308
8644,61293,20305
8645,61301,20308
8646,61295,20307
8647,61297,20308
8648,61301,20308
8649,61297,20307
8650,61300,20301
8651,61301,20308
8652,61295,20309
8653,61306,20306
8654,61299,20307
8655,61302,20308
8656,61301,20306
8657,61297,20306
8658,61302,20305
8659,61304,20305
8660,61299,20306
8661,61297,20303
8662,61300,20306
8663,61300,20304
8664,61303,20308
8665,61299,20308
8666,61299,20307
8667,61303,20307
8668,61301,20307
8669,61304,20306
8670,61304,20307
8671,61304,20306
8672,61300,20306
8673,61299,20305
8674,61300,20307
8675,61302,20306
8676,61294,20307
8677,61302,20307
8678,61301,20306
8679,61300,20308
8680,61305,20307
8681,61304,20308
8682,61300,20308
8683,61300,20308
8684,61301,20309
8685,61300,20307
8686,61299,20307
8687,61297,20309
8688,61300,20307
8689,61298,20309
8690,61301,20309
8691,61295,20307
8692,61295,20306
8693,61302,20307
8694,61302,20308
8695,61303,20308
8696,61296,20307
8697,61299,20308
8698,61300,20308
8699,61302,20307
8700,61300,20308
8701,61301,20307
8702,61298,20308
8703,61300,20309
8704,61302,20308
8705,61302,20307
8706,61300,20307
8707,61300,20307
8708,61298,20305
8709,61296,20307
8710,61304,20307
8711,61299,20307
8712,61299,20308
8713,61302,20309
8714,61299,20309
8715,61298,20307
8716,61300,20307
8717,61295,20308
8718,61298,20309
8719,61299,20308
8720,61294,20309
8721,61300,20308
8722,61299,20307
8723,61305,20308
8724,61299,20308
8725,61304,20308
8726,61302,20308
8727,61296,20309
8728,61299,20306
8729,61304,20307
8730,61302,20306
8731,61298,20307
8732,61302,20307
8733,61302,20308
8734,61305,20308
8735,61303,20308
8736,61295,20308
8737,61301,20308
8738,61298,20308
8739,61299,20307
8740,61304,20307
8741,61299,20308
8742,61305,20307
8743,61299,20305
8744,61304,20306
8745,61301,20307
8746,61298,20305
8747,61300,20307
8748,61302,20306
8749,61303,20306
8750,61300,20307
8751,61299,20305
8752,61306,20305
8753,61305,20305
8754,61302,20305
8755,61300,20307
8756,61301,20308
8757,61300,20307
8758,61304,20305
8759,61300,20306
8760,61305,20303
8761,61304,20305
8762,61306,20304
8763,61302,20304
8764,61303,20302
8765,61302,20302
8766,61306,20304
8767,61305,20305
8768,61302,20304
8769,61301,20307
8770,61299,20308
8771,61297,20307
8772,61301,20303
8773,61299,20307
8774,61300,20307
8775,61304,20307
8776,61300,20305
8777,61304,20308
8778,61302,20309
8779,61302,20306
8780,61300,20307
8781,61302,20305
8782,61303,20306
8783,61299,20304
8784,61303,20307
8785,61303,20306
8786,61300,20307
8787,61302,20307
8788,61304,20307
8789,61299,20306
8790,61305,20307
8791,61295,20310
8792,61300,20310
8793,61299,20307
8794,61300,20309
8795,61299,20310
8796,61302,20309
8797,61297,20309
8798,61296,20310
8799,61294,20311
8800,61298,20310
8801,61297,20309
8802,61296,20310
8803,61297,20310
8804,61299,20312
8805,61297,20310
8806,61300,20311
8807,61299,20310
8808,61294,20309
8809,61296,20311
8810,61299,20311
8811,61300,20309
8812,61300,20309
8813,61297,20309
8814,61297,20311
8815,61296,20311
8816,61299,20309
8817,61302,20311
8818,61298,20310
8819,61298,20307
8820,61297,20311
8821,61300,20308
8822,61300,20309
8823,61298,20310
8824,61295,20309
8825,61297,20309
8826,61298,20311
8827,61294,20313
8828,61292,20310
8829,61296,20313
8830,61296,20311
8831,61290,20313
8832,61295,20310
8833,61294,20312
8834,61296,20314
8835,61291,20312
8836,61293,20313
8837,61293,20313
8838,61289,20313
8839,61293,20314
8840,61292,20315
8841,61297,20315
8842,61292,20314
8843,61296,20316
8844,61297,20315
8845,61288,20316
8846,61289,20315
8847,61286,20314
8848,61288,20314
8849,61290,20312
8850,61286,20314
8851,61292,20314
8852,61289,20316
8853,61294,20314
8854,61292,20314
8855,61296,20317
8856,61286,20318
8857,61289,20317
8858,61289,20316
8859,61294,20315
8860,61293,20314
8861,61287,20315
8862,61289,20317
8863,61290,20317
8864,61292,20316
8865,61294,20318
8866,61286,20316
8867,61290,20318
8868,61289,20316
8869,61288,20315
8870,61288,20318
8871,61291,20316
8872,61294,20316
8873,61293,20317
8874,61291,20316
8875,61288,20315
8876,61294,20314
8877,61293,20314
8878,61293,20315
8879,61296,20315
8880,61297,20313
8881,61291,20312
8882,61295,20315
8883,61286,20314
8884,61292,20313
8885,61285,20315
8886,61295,20314
8887,61293,20314
8888,61294,20311
8889,61291,20313
8890,61295,20314
8891,61295,20315
8892,61295,20312
8893,61290,20314
8894,61294,20314
8895,61290,20315
8896,61295,20315
8897,61289,20314
8898,61287,20314
8899,61292,20310
8900,61294,20316
8901,61290,20316
8902,61288,20316
8903,61295,20315
8904,61293,20314
8905,61296,20315
8906,61292,20315
8907,61293,20316
8908,61286,20314
8909,61290,20317
8910,61292,20317
8911,61295,20315
8912,61290,20316
8913,61294,20317
8914,61290,20315
8915,61286,20314
8916,61294,20316
8917,61292,20317
8918,61293,20316
8919,61288,20317
8920,61295,20317
8921,61291,20316
8922,61292,20317
8923,61287,20316
8924,61292,20316
8925,61289,20316
8926,61291,20314
8927,61291,20316
8928,61291,20317
8929,61291,20316
8930,61287,20317
8931,61290,20314
8932,61288,20316
8933,61284,20316
8934,61291,20315
8935,61285,20317
8936,61296,20315
8937,61293,20315
8938,61293,20316
8939,61297,20316
8940,61292,20315
8941,61289,20315
8942,61291,20315
8943,61291,20314
8944,61291,20314
8945,61298,20313
8946,61292,20314
8947,61294,20316
8948,61290,20316
8949,61291,20315
8950,61288,20316
8951,61293,20316
8952,61293,20315
8953,61293,20314
8954,61292,20314
8955,61291,20316
8956,61291,20317
8957,61292,20315
8958,61291,20316
8959,61288,20315
8960,61293,20316
8961,61295,20315
8962,61286,20316
8963,61294,20315
8964,61294,20316
8965,61294,20317
8966,61297,20316
8967,61290,20316
8968,61296,20316
8969,61293,20316
8970,61293,20317
8971,61289,20316
8972,61292,20316
8973,61293,20318
8974,61288,20318
8975,61291,20315
8976,61291,20317
8977,61287,20318
8978,61294,20314
8979,61293,20317
8980,61291,20316
8981,61284,20315
8982,61292,20316
8983,61289,20314
8984,61295,20316
8985,61291,20315
8986,61293,20316
8987,61298,20315
8988,61294,20314
8989,61291,20314
8990,61291,20314
8991,61288,20313
8992,61293,20313
8993,61297,20315
8994,61295,20312
8995,61294,20313
8996,61294,20312
8997,61297,20313
8998,61297,20313
8999,61296,20313
9000,61293,20312
9001,61292,20313
9002,61294,20312
9003,61293,20313
9004,61298,20312
9005,61292,20311
9006,61294,20312
9007,61300,20310
9008,61298,20311
9009,61298,20312
9010,61299,20310
9011,61295,20314
9012,61296,20313
9013,61292,20310
9014,61295,20312
9015,61299,20310
9016,61294,20311
9017,61297,20311
9018,61290,20313
9019,61297,20312
9020,61291,20312
9021,61292,20310
9022,61294,20312
9023,61300,20311
9024,61295,20314
9025,61296,20313
9026,61292,20311
9027,61298,20312
9028,61296,20313
9029,61292,20313
9030,61297,20314
9031,61289,20313
9032,61287,20312
9033,61295,20313
9034,61295,20314
9035,61297,20311
9036,61294,20312
9037,61295,20311
9038,61295,20313
9039,61295,20310
9040,61295,20312
9041,61293,20312
9042,61297,20313
9043,61295,20315
9044,61292,20314
9045,61291,20316
9046,61289,20316
9047,61294,20316
9048,61293,20316
9049,61299,20312
9050,61296,20313
9051,61290,20312
9052,61296,20314
9053,61289,20312
9054,61293,20312
9055,61296,20313
9056,61296,20313
9057,61293,20312
9058,61288,20315
9059,61296,20311
9060,61288,20315
9061,61290,20315
9062,61295,20314
9063,61293,20311
9064,61295,20313
9065,61291,20314
9066,61296,20313
9067,61295,20313
9068,61298,20314
9069,61293,20314
9070,61295,20314
9071,61298,20311
9072,61295,20314
9073,61297,20311
9074,61291,20312
9075,61297,20314
9076,61295,20312
9077,61295,20312
9078,61297,20313
9079,61293,20314
9080,61292,20313
9081,61295,20313
9082,61296,20312
9083,61297,20312
9084,61297,20311
9085,61293,20312
9086,61295,20310
9087,61298,20312
9088,61300,20310
9089,61296,20312
9090,61299,20311
9091,61295,20308
9092,61298,20310
9093,61295,20312
9094,61297,20311
9095,61299,20311
9096,61297,20310
9097,61297,20311
9098,61296,20312
9099,61296,20311
9100,61295,20312
9101,61295,20311
9102,61294,20310
9103,61298,20311
9104,61299,20310
9105,61288,20311
9106,61295,20310
9107,61292,20313
9108,61298,20313
9109,61295,20313
9110,61297,20312
9111,61300,20313
9112,61294,20313
9113,61298,20310
9114,61298,20312
9115,61292,20308
9116,61299,20309
9117,61298,20311
9118,61298,20311
9119,61294,20311
9120,61299,20310
9121,61297,20312
9122,61295,20313
9123,61293,20313
9124,61295,20311
9125,61296,20312
9126,61297,20311
9127,61298,20310
9128,61300,20312
9129,61301,20312
9130,61299,20311
9131,61302,20310
9132,61299,20313
9133,61291,20312
9134,61292,20312
9135,61298,20314
9136,61292,20312
9137,61294,20314
9138,61295,20314
9139,61292,20314
9140,61296,20314
9141,61294,20314
9142,61297,20314
9143,61300,20313
9144,61298,20310
9145,61297,20312
9146,61295,20313
9147,61294,20314
9148,61294,20313
9149,61298,20312
9150,61291,20313
9151,61287,20313
9152,61291,20315
9153,61297,20315
9154,61295,20315
9155,61297,20314
9156,61299,20315
9157,61299,20315
9158,61296,20314
9159,61295,20312
9160,61290,20313
9161,61295,20314
9162,61292,20315
9163,61291,20315
9164,61294,20315
9165,61296,20315
9166,61293,20315
9167,61290,20314
9168,61294,20314
9169,61297,20315
9170,61291,20312
9171,61294,20316
9172,61291,20315
9173,61291,20315
9174,61292,20316
9175,61293,20316
9176,61291,20315
9177,61297,20315
9178,61288,20314
9179,61294,20315
9180,61294,20315
9181,61296,20317
9182,61290,20316
9183,61290,20316
9184,61290,20317
9185,61290,20317
9186,61293,20312
9187,61288,20317
9188,61294,20318
9189,61294,20317
9190,61293,20317
9191,61290,20317
9192,61292,20317
9193,61289,20317
9194,61289,20318
9195,61288,20319
9196,61295,20319
9197,61289,20318
9198,61293,20319
9199,61290,20320
9200,61288,20319
9201,61289,20320
9202,61287,20319
9203,61288,20321
9204,61291,20320
9205,61288,20321
9206,61289,20318
9207,61288,20321
9208,61290,20321
9209,61283,20321
9210,61288,20317
9211,61292,20317
9212,61290,20317
9213,61291,20319
9214,61290,20319
9215,61290,20317
9216,61293,20318
9217,61293,20318
9218,61288,20314
9219,61293,20317
9220,61291,20317
9221,61289,20317
9222,61293,20318
9223,61289,20318
9224,61285,20317
9225,61286,20319
9226,61289,20317
9227,61288,20320
9228,61287,20319
9229,61289,20318
9230,61290,20319
9231,61290,20318
9232,61291,20320
9233,61287,20320
9234,61291,20319
9235,61291,20318
9236,61289,20319
9237,61292,20318
9238,61293,20317
9239,61293,20318
9240,61292,20314
9241,61289,20314
9242,61290,20314
9243,61297,20316
9244,61296,20317
9245,61293,20315
9246,61291,20317
9247,61291,20316
9248,61295,20315
9249,61295,20312
9250,61292,20315
9251,61296,20315
9252,61291,20314
9253,61291,20313
9254,61292,20314
9255,61291,20313
9256,61289,20315
9257,61297,20314
9258,61294,20314
9259,61290,20313
9260,61289,20313
9261,61298,20312
9262,61295,20313
9263,61293,20314
9264,61294,20314
9265,61294,20316
9266,61291,20314
9267,61293,20317
9268,61293,20317
9269,61292,20315
9270,61290,20316
9271,61293,20314
9272,61290,20313
9273,61287,20314
9274,61292,20316
9275,61290,20313
9276,61293,20316
9277,61293,20316
9278,61293,20316
9279,61287,20316
9280,61292,20314
9281,61291,20315
9282,61291,20315
9283,61294,20314
9284,61292,20314
9285,61295,20314
9286,61293,20315
9287,61291,20313
9288,61294,20314
9289,61295,20310
9290,61293,20314
9291,61295,20310
9292,61295,20313
9293,61296,20314
9294,61294,20313
9295,61293,20313
9296,61293,20314
9297,61292,20314
9298,61293,20311
9299,61296,20314
9300,61295,20314
9301,61287,20313
9302,61291,20313
9303,61291,20316
9304,61289,20317
9305,61290,20316
9306,61295,20317
9307,61294,20318
9308,61292,20317
9309,61288,20316
9310,61286,20318
9311,61291,20318
9312,61294,20316
9313,61292,20315
9314,61288,20318
9315,61282,20316
9316,61293,20318
9317,61292,20317
9318,61288,20319
9319,61292,20319
9320,61291,20317
9321,61289,20318
9322,61290,20318
9323,61288,20318
9324,61290,20318
9325,61289,20316
9326,61294,20316
9327,61296,20317
9328,61290,20315
9329,61290,20316
9330,61296,20316
9331,61295,20313
9332,61288,20315
9333,61295,20315
9334,61291,20312
9335,61295,20314
9336,61294,20314
9337,61293,20317
9338,61288,20318
9339,61289,20317
9340,61282,20317
9341,61292,20316
9342,61293,20318
9343,61286,20319
9344,61293,20319
9345,61287,20318
9346,61293,20319
9347,61287,20317
9348,61292,20318
9349,61291,20315
9350,61288,20318
9351,61291,20316
9352,61290,20318
9353,61293,20317
9354,61289,20317
9355,61292,20317
9356,61288,20316
9357,61291,20317
9358,61286,20315
9359,61293,20318
9360,61288,20318
9361,61288,20319
9362,61290,20316
9363,61291,20319
9364,61291,20319
9365,61291,20318
9366,61293,20316
9367,61287,20319
9368,61287,20317
9369,61290,20320
9370,61286,20318
9371,61289,20321
9372,61287,20322
9373,61287,20321
9374,61281,20319
9375,61288,20319
9376,61289,20318
9377,61290,20318
9378,61282,20321
9379,61288,20319
9380,61291,20319
9381,61291,20320
9382,61289,20320
9383,61293,20318
9384,61293,20319
9385,61292,20317
9386,61293,20318
9387,61294,20317
9388,61291,20316
9389,61290,20317
9390,61293,20317
9391,61292,20318
9392,61296,20316
9393,61295,20315
9394,61289,20316
9395,61291,20314
9396,61295,20314
9397,61297,20312
9398,61296,20311
9399,61296,20311
9400,61296,20307
9401,61297,20310
9402,61297,20311
9403,61290,20310
9404,61293,20310
9405,61295,20311
9406,61296,20309
9407,61301,20310
9408,61302,20308
9409,61299,20308
9410,61301,20309
9411,61297,20308
9412,61301,20308
9413,61301,20308
9414,61299,20309
9415,61301,20309
9416,61299,20308
9417,61306,20306
9418,61302,20304
9419,61299,20304
9420,61305,20304
9421,61304,20303
9422,61305,20306
9423,61299,20305
9424,61296,20307
9425,61303,20303
9426,61302,20305
9427,61300,20306
9428,61302,20305
9429,61305,20305
9430,61299,20305
9431,61305,20304
9432,61303,20305
9433,61298,20305
9434,61310,20304
9435,61309,20305
9436,61304,20304
9437,61303,20304
9438,61302,20302
9439,61306,20304
9440,61297,20305
9441,61305,20305
9442,61305,20302
9443,61302,20306
9444,61304,20305
9445,61307,20305
9446,61298,20305
9447,61302,20307
9448,61301,20307
9449,61301,20306
9450,61301,20306
9451,61297,20307
9452,61304,20308
9453,61293,20306
9454,61303,20308
9455,61300,20307
9456,61300,20308
9457,61304,20307
9458,61303,20307
9459,61303,20304
9460,61304,20307
9461,61297,20304
9462,61303,20306
9463,61305,20305
9464,61298,20308
9465,61299,20307
9466,61301,20306
9467,61302,20306
9468,61296,20307
9469,61301,20308
9470,61299,20307
9471,61304,20306
9472,61301,20306
9473,61304,20303
9474,61302,20304
9475,61302,20305
9476,61300,20308
9477,61302,20306
9478,61298,20306
9479,61299,20304
9480,61301,20304
9481,61303,20307
9482,61297,20304
9483,61303,20307
9484,61304,20304
9485,61297,20306
9486,61299,20305
9487,61298,20307
9488,61302,20306
9489,61300,20308
9490,61300,20308
9491,61298,20307
9492,61300,20308
9493,61302,20306
9494,61302,20306
9495,61305,20306
9496,61294,20307
9497,61303,20308
9498,61298,20308
9499,61301,20309
9500,61299,20307
9501,61296,20306
9502,61302,20305
9503,61300,20308
9504,61295,20309
9505,61298,20308
9506,61300,20308
9507,61301,20306
9508,61302,20308
9509,61302,20302
9510,61304,20307
9511,61300,20307
9512,61296,20305
9513,61296,20308
9514,61295,20308
9515,61300,20308
9516,61299,20307
9517,61303,20307
9518,61301,20308
9519,61303,20307
9520,61304,20307
9521,61302,20306
9522,61299,20308
9523,61296,20307
9524,61301,20308
9525,61300,20309
9526,61298,20306
9527,61299,20309
9528,61303,20306
9529,61298,20306
9530,61301,20308
9531,61296,20309
9532,61303,20309
9533,61303,20309
9534,61302,20305
9535,61302,20306
9536,61305,20303
9537,61306,20304
9538,61305,20305
9539,61302,20303
9540,61301,20303
9541,61307,20303
9542,61303,20303
9543,61306,20304
9544,61306,20304
9545,61301,20304
9546,61300,20304
9547,61304,20305
9548,61300,20304
9549,61299,20305
9550,61302,20306
9551,61305,20305
9552,61304,20305
9553,61306,20305
9554,61300,20304
9555,61302,20303
9556,61304,20304
9557,61300,20303
9558,61307,20303
9559,61300,20303
9560,61304,20303
9561,61304,20303
9562,61302,20304
9563,61303,20305
9564,61304,20305
9565,61305,20303
9566,61303,20305
9567,61306,20306
9568,61304,20304
9569,61306,20306
9570,61300,20306
9571,61301,20305
9572,61303,20305
9573,61304,20304
9574,61300,20304
9575,61301,20304
9576,61304,20303
9577,61303,20303
9578,61305,20304
9579,61300,20304
9580,61304,20303
