"time","IDs","migrant"
10474,10355,"12"
10478,105801,"21"
10487,10813,"12"
10487,95613,"12"
10488,17999,"12"
10513,51730,"21"
10521,13197,"12"
10525,13504,"12"
10527,37774,"12"
10528,102322,"21"
10530,106258,"12"
10537,114835,"21"
10544,38834,"21"
10557,3371,"12"
10565,123237,"12"
10579,110389,"12"
10580,99073,"21"
10585,121710,"12"
10585,83494,"21"
10589,38087,"21"
10592,123032,"12"
10593,67158,"21"
10595,6384,"12"
10600,21293,"21"
10605,13058,"12"
10610,12519,"12"
10610,32946,"21"
10613,111937,"12"
10614,125244,"21"
10615,3620,"12"
10618,298,"12"
10619,19876,"12"
10623,6831,"12"
10627,1933,"12"
10627,103411,"21"
10629,86902,"12"
10631,18885,"12"
10632,17795,"12"
10635,10606,"12"
10636,41179,"21"
10637,115801,"12"
10639,2349,"12"
10642,123387,"12"
10647,116739,"12"
10654,37407,"21"
10658,13987,"12"
10658,19986,"12"
10659,14523,"12"
10661,1185,"12"
10661,5224,"12"
10664,100792,"21"
10667,61027,"21"
10674,2748,"12"
10674,75155,"21"
10677,119862,"21"
10682,109057,"21"
10684,16592,"12"
10687,33320,"21"
10696,94062,"12"
10700,39941,"21"
10705,89551,"12"
10708,4098,"12"
10710,2532,"12"
10712,84792,"12"
10713,66302,"21"
10716,91080,"12"
10727,79113,"21"
10731,28159,"21"
10735,85328,"12"
10736,37410,"21"
10743,4885,"12"
10746,36237,"21"
10754,12497,"12"
10755,87174,"21"
10764,69900,"21"
10764,124704,"21"
10765,34616,"21"
10765,53663,"21"
10768,94310,"12"
10781,70420,"21"
10787,12538,"12"
10793,103673,"12"
10794,90497,"12"
10795,56259,"21"
10798,84228,"21"
10800,2950,"12"
10805,127914,"21"
10807,106777,"21"
10812,12649,"12"
10812,72133,"21"
10813,17865,"12"
10814,7116,"12"
10815,119128,"21"
10823,14879,"12"
10825,103780,"21"
10826,94936,"12"
10833,103553,"21"
10839,6292,"12"
10841,76452,"21"
10848,17448,"12"
10853,116152,"21"
10857,99479,"21"
10857,119124,"21"
10861,125536,"21"
10865,19164,"12"
10867,102829,"21"
10871,10288,"12"
10871,95240,"12"
10872,121180,"12"
10872,101790,"21"
10874,6429,"12"
10877,128239,"21"
10879,72166,"12"
10879,120198,"21"
10880,106799,"21"
10881,41327,"21"
10884,68154,"21"
10888,117731,"21"
10889,5343,"12"
10890,4502,"12"
10902,119867,"21"
10915,112317,"21"
10920,118264,"21"
10921,2858,"12"
10923,32168,"21"
10924,2153,"12"
10924,76782,"12"
10925,19492,"12"
10930,84481,"21"
10930,115371,"21"
10933,5100,"12"
10936,91242,"12"
10939,215,"12"
10944,52094,"21"
10946,19967,"12"
10970,101281,"21"
10975,88322,"12"
10975,95017,"21"
10976,92909,"21"
10986,17750,"12"
10993,2275,"12"
10999,82446,"12"
11000,32753,"21"
11001,102640,"21"
11009,4364,"12"
11012,124599,"21"
11014,107306,"21"
11016,97022,"12"
11019,96421,"21"
11019,120584,"21"
11023,1273,"12"
11040,123695,"21"
11041,3293,"12"
11041,95325,"21"
11046,117384,"21"
11049,67687,"21"
11050,96326,"21"
11050,113273,"21"
11052,17810,"12"
11056,5335,"12"
11063,26132,"21"
11065,105461,"21"
11070,124207,"21"
11075,61157,"21"
11076,76314,"21"
11076,90379,"21"
11077,129105,"12"
11078,26854,"21"
11080,108391,"12"
11082,110913,"21"
11088,4907,"12"
11088,18229,"12"
11091,128241,"21"
11099,51498,"21"
11102,76142,"21"
11107,107386,"21"
11108,106498,"21"
11118,19591,"12"
11119,127872,"21"
11123,104744,"21"
11124,14606,"12"
11133,89908,"12"
11136,84424,"21"
11138,128293,"21"
11141,10774,"12"
11144,98576,"12"
11145,7100,"12"
11146,97111,"21"
11150,65221,"21"
11151,47363,"21"
11160,18099,"12"
11170,43556,"21"
11175,44368,"21"
11178,31928,"21"
11179,118145,"21"
11182,80989,"21"
11183,123314,"12"
11183,22036,"21"
11191,13933,"12"
11192,107586,"21"
11193,100066,"21"
11193,121333,"21"
11197,82341,"21"
11199,40295,"21"
11202,33658,"21"
11206,124643,"12"
11208,4565,"12"
11212,62830,"21"
11214,9865,"12"
11217,83349,"12"
11219,121534,"21"
11225,19132,"12"
11225,100259,"21"
11228,97967,"21"
11229,16472,"12"
11232,9562,"12"
11232,94227,"21"
11238,119391,"12"
11240,85736,"21"
11243,97434,"12"
11244,50636,"21"
11245,6922,"12"
11247,40798,"21"
11254,125439,"21"
11263,86098,"12"
11267,6441,"12"
11267,130196,"21"
11268,79159,"21"
11271,105483,"12"
11276,12073,"12"
11285,92270,"21"
11287,2720,"12"
11291,125636,"12"
11301,115703,"21"
11304,129183,"12"
11304,72258,"21"
11311,22723,"21"
11311,94307,"21"
11316,83573,"12"
11328,83382,"12"
11329,6181,"12"
11329,125592,"21"
11334,73252,"21"
11341,11023,"12"
11346,1023,"12"
11350,12957,"12"
11351,1104,"12"
11355,14710,"12"
11355,107911,"21"
11361,32124,"21"
11362,13344,"12"
11362,93450,"21"
11368,68493,"21"
11368,89143,"21"
11369,115902,"12"
11372,72015,"21"
11377,107648,"12"
11378,11158,"12"
11381,8685,"12"
11382,98311,"12"
11383,13016,"12"
11385,103727,"21"
11389,129372,"12"
11391,18996,"12"
11392,108493,"21"
11398,9892,"12"
11399,83158,"21"
11399,126466,"21"
11403,56233,"21"
11404,12868,"12"
11414,117082,"12"
11415,22652,"21"
11421,105246,"21"
11422,50123,"12"
11423,12895,"12"
11424,8614,"12"
11429,103692,"21"
11430,103989,"12"
11431,116628,"12"
11431,97245,"21"
11432,107229,"21"
11434,126329,"12"
11434,88133,"21"
11436,11320,"12"
11436,120682,"12"
11453,96829,"12"
11453,40698,"21"
11454,85176,"21"
11463,113105,"12"
11466,6646,"12"
11466,6759,"12"
11467,89556,"12"
11468,94574,"12"
11469,94097,"12"
11471,57302,"21"
11473,13296,"12"
11475,4034,"12"
11475,80834,"21"
11479,2067,"12"
11484,99384,"21"
11484,104838,"21"
11486,6026,"12"
11486,109242,"12"
11488,129832,"12"
11488,115598,"21"
11490,23219,"21"
11491,1525,"12"
11492,13652,"12"
11495,5704,"12"
11504,54668,"21"
11505,16556,"12"
11511,22373,"21"
11516,3255,"12"
11518,13877,"12"
11520,11545,"12"
11521,81272,"21"
11524,118971,"21"
11527,3319,"12"
11533,108608,"12"
11534,13989,"12"
11536,68903,"21"
11538,93702,"21"
11549,2111,"12"
11551,100955,"12"
11554,10391,"12"
11558,818,"12"
11568,7617,"12"
11571,8767,"12"
11574,112055,"12"
11574,124888,"12"
11577,74703,"21"
11578,101737,"21"
11580,13975,"12"
11580,119266,"21"
11581,83205,"21"
11582,12230,"21"
11582,86068,"21"
11586,98078,"21"
11590,15615,"12"
11594,25901,"21"
11594,79327,"21"
11595,128325,"21"
11596,12280,"12"
11597,131727,"21"
11601,120199,"12"
11606,10647,"12"
11607,95401,"12"
11611,16253,"12"
11620,4945,"12"
11621,128595,"21"
11627,47650,"21"
11631,13967,"12"
11632,16869,"12"
11636,115290,"21"
11638,44007,"21"
11645,10659,"21"
11647,87637,"21"
11648,5206,"12"
11653,15833,"12"
11653,104335,"12"
11658,17001,"12"
11661,132807,"12"
11664,53374,"21"
11670,773,"12"
11670,115480,"12"
11670,48180,"21"
11676,97020,"12"
11680,66733,"21"
11684,123470,"21"
11685,10540,"12"
11686,98086,"12"
11688,88438,"12"
11690,117823,"21"
11693,15078,"12"
11697,87884,"21"
11700,110265,"21"
11701,105220,"12"
11710,19551,"12"
11715,113505,"21"
11718,102574,"12"
11718,27065,"21"
11719,93157,"21"
11728,127903,"21"
11730,11503,"12"
11730,128608,"12"
11732,108576,"21"
11739,84741,"12"
11746,12492,"12"
11752,109278,"12"
11756,93117,"12"
11756,127682,"21"
11758,83678,"12"
11758,67071,"21"
11768,30920,"21"
11773,18085,"12"
11777,18195,"12"
11779,115371,"12"
11784,105718,"12"
11791,67967,"21"
11792,6712,"12"
11794,81441,"12"
11796,10923,"12"
11796,121782,"12"
11800,8842,"12"
11808,37198,"21"
11815,82864,"12"
11818,15783,"12"
11820,41246,"21"
11831,114351,"21"
11835,4072,"12"
11837,81942,"12"
11837,26556,"21"
11839,118414,"21"
11840,132074,"21"
11842,63912,"21"
11846,95657,"21"
11846,104995,"21"
11864,3580,"12"
11864,7029,"12"
11868,5907,"12"
11871,5804,"12"
11878,103761,"12"
11881,3590,"12"
11884,39141,"21"
11893,9656,"12"
11893,108762,"12"
11896,118004,"21"
11898,8035,"12"
11903,9379,"12"
11906,52188,"21"
11910,19681,"12"
11912,32641,"21"
11914,126880,"12"
11925,120923,"21"
11930,21620,"21"
11931,88558,"21"
11932,91948,"12"
11934,93383,"21"
11935,2368,"12"
11938,128856,"21"
11950,124512,"21"
11951,17268,"12"
11960,102336,"21"
11967,100037,"21"
11970,101255,"12"
11973,115870,"21"
11974,123086,"21"
11977,1176,"12"
12000,103890,"12"
12001,49814,"21"
12002,10277,"12"
12003,8624,"12"
12003,122143,"12"
12004,107211,"12"
12005,80055,"21"
12007,84941,"21"
12011,97422,"12"
12013,66045,"21"
12016,53871,"21"
12019,124073,"12"
12022,100066,"12"
12027,112146,"12"
12028,115062,"12"
12036,18327,"12"
12040,67267,"21"
12041,86096,"12"
12042,130954,"12"
12048,18456,"12"
12054,11568,"12"
12061,19445,"12"
12064,92038,"12"
12070,57451,"21"
12077,30968,"21"
12078,4101,"12"
12079,18,"12"
12082,61027,"12"
12092,104606,"21"
12093,19081,"12"
12095,97699,"21"
12098,1629,"12"
12102,50260,"12"
12107,130186,"12"
12111,136189,"21"
12126,59434,"21"
12126,131910,"21"
12129,9927,"12"
12134,133322,"21"
12135,107902,"21"
12138,72636,"21"
12140,125395,"21"
12143,101131,"12"
12152,97061,"21"
12153,12260,"12"
12153,124247,"12"
12153,92968,"21"
12157,84443,"21"
12158,10028,"12"
12172,4314,"12"
12175,104110,"12"
12176,103267,"21"
12183,97336,"21"
12201,5418,"12"
12206,134187,"21"
12214,10754,"12"
12218,364,"12"
12219,114392,"12"
12220,69638,"21"
12229,731,"12"
12231,41832,"21"
12238,16885,"12"
12245,46575,"21"
12247,131195,"21"
12250,20195,"21"
12251,113969,"21"
12254,106617,"12"
12259,5873,"12"
12273,91573,"12"
12276,9635,"12"
12281,135840,"21"
12284,1284,"12"
12287,112393,"12"
12292,4310,"12"
12292,97986,"12"
12297,9162,"12"
12298,9707,"12"
12299,113084,"21"
12305,69638,"12"
12307,87814,"21"
12318,27827,"12"
12326,128265,"12"
12342,118917,"21"
12345,2278,"12"
12345,43079,"21"
12346,13250,"12"
12349,12111,"12"
12349,106660,"21"
12351,11527,"12"
12362,39226,"21"
12368,10514,"12"
12370,121593,"21"
12372,49362,"21"
12379,4171,"12"
12381,130359,"21"
12387,108232,"12"
12390,128293,"12"
12393,12614,"12"
12396,32991,"21"
12401,88439,"21"
12406,125438,"21"
12410,114809,"21"
12413,5915,"12"
12416,126594,"21"
12426,125199,"12"
12432,119561,"12"
12434,1996,"12"
12434,85279,"21"
12442,84798,"21"
12445,120539,"21"
12445,134975,"21"
12452,2648,"12"
12453,101735,"12"
12453,103628,"21"
12458,28754,"21"
12459,15152,"12"
12464,126349,"21"
12466,541,"12"
12469,9765,"12"
12472,96392,"21"
12474,18875,"12"
12478,133838,"21"
12485,5542,"12"
12490,676,"12"
12490,11430,"12"
12497,9292,"12"
12497,19948,"12"
12497,84804,"21"
12498,131205,"12"
12498,133331,"21"
12499,104953,"12"
12501,129190,"21"
12513,38791,"21"
12513,127407,"21"
12517,9712,"12"
12525,99462,"12"
12530,112250,"21"
12531,48742,"21"
12533,26828,"21"
12537,119846,"12"
12538,92475,"21"
12541,112345,"12"
12543,12963,"12"
12543,116429,"12"
12543,133769,"21"
12545,90572,"21"
12557,9062,"12"
12565,93749,"21"
12570,91777,"21"
12574,3383,"12"
12574,135471,"21"
12578,115235,"21"
12586,97688,"21"
12587,128166,"21"
12591,74603,"21"
12595,96039,"21"
12601,4117,"12"
12605,85691,"12"
12605,69208,"21"
12606,57678,"21"
12611,14776,"12"
12611,121232,"12"
12615,93487,"12"
12615,123205,"21"
12616,133720,"12"
12620,11590,"12"
12620,113569,"12"
12631,87320,"21"
12634,19978,"12"
12636,129745,"21"
12637,118375,"21"
12640,122697,"21"
12645,6820,"12"
12648,111492,"21"
12654,113032,"12"
12660,137233,"21"
12665,18234,"12"
12666,13746,"12"
12666,129972,"21"
12668,19886,"12"
12671,18859,"12"
12671,125500,"12"
12671,53320,"21"
12673,112893,"21"
12676,5908,"12"
12678,7055,"12"
12680,63097,"21"
12701,10480,"12"
12702,2273,"12"
12711,6668,"12"
12712,88858,"12"
12717,110332,"12"
12718,117448,"21"
12738,14108,"12"
12741,130792,"12"
12742,73122,"21"
12749,17878,"12"
12764,134768,"21"
12770,9924,"12"
12777,98460,"12"
12778,6091,"12"
12778,131954,"12"
12788,63,"12"
12789,12448,"12"
12790,123012,"12"
12800,16599,"12"
12804,6974,"12"
12805,6783,"12"
12807,19968,"12"
12812,133123,"21"
12820,27275,"21"
12820,100291,"21"
12824,12257,"12"
12824,116354,"12"
12824,112331,"21"
12831,18898,"12"
12832,13779,"12"
12836,84780,"12"
12838,2588,"12"
12846,8929,"12"
12847,138965,"21"
12848,119027,"21"
12853,90424,"21"
12861,469,"12"
12861,103326,"21"
12862,24594,"21"
12865,8308,"12"
12866,8649,"12"
12868,104561,"21"
12869,113147,"21"
12874,15483,"12"
12874,114735,"12"
12874,123833,"21"
12878,34608,"21"
12881,16719,"12"
12882,90990,"12"
12888,119171,"12"
12897,67509,"21"
12899,82339,"21"
12906,3471,"12"
12906,96108,"21"
12907,108818,"21"
12908,100540,"21"
12926,60055,"21"
12935,124625,"12"
12935,104669,"21"
12940,70204,"21"
12948,112896,"12"
12950,118888,"21"
12964,1058,"12"
12968,8126,"12"
12969,78365,"21"
12972,123823,"21"
12987,13613,"12"
12990,113900,"21"
12994,107129,"21"
12998,52014,"21"
12999,135134,"21"
13000,96435,"12"
13001,86009,"21"
13002,107896,"12"
13005,6407,"12"
13007,107007,"12"
13010,135816,"12"
13014,52234,"21"
13020,4237,"12"
13022,1804,"12"
13022,96809,"21"
13029,136725,"12"
13029,32985,"21"
13029,64026,"21"
13034,3978,"12"
13035,14531,"12"
13042,95246,"21"
13049,120512,"21"
13053,139672,"21"
13055,76610,"21"
13062,2171,"12"
13062,13384,"12"
13070,122049,"21"
13074,117876,"12"
13082,125669,"21"
13084,9632,"12"
13085,19056,"12"
13088,35309,"21"
13090,90684,"21"
13092,117482,"21"
13111,90413,"21"
13113,128102,"21"
13115,71461,"21"
13117,3632,"12"
13127,98372,"21"
13128,108451,"21"
13134,137082,"21"
13136,65774,"21"
13139,107851,"12"
13140,106216,"12"
13146,103428,"12"
13147,98170,"21"
13154,6286,"12"
13159,93114,"21"
13163,6614,"12"
13168,100416,"12"
13169,120046,"21"
13172,23271,"21"
13175,105282,"21"
13179,102139,"12"
13185,41099,"12"
13185,114818,"21"
13191,3281,"12"
13195,57296,"21"
13205,134099,"12"
13210,98733,"21"
13212,21669,"21"
13223,142044,"21"
13225,16312,"12"
13225,102269,"21"
13226,8060,"12"
13226,121864,"21"
13228,124331,"21"
13232,103574,"21"
13233,129824,"12"
13234,15190,"12"
13234,121731,"21"
13236,126178,"12"
13237,14260,"12"
13239,124508,"21"
13249,134964,"21"
13250,115895,"21"
13254,104194,"21"
13254,119837,"21"
13255,121582,"21"
13260,129546,"21"
13265,97263,"12"
13278,136931,"12"
13280,14860,"12"
13284,95989,"21"
13285,101426,"12"
13285,48741,"21"
13286,113140,"12"
13287,138091,"12"
13290,35929,"21"
13295,33417,"12"
13296,6043,"12"
13300,9643,"12"
13300,58648,"21"
13305,88747,"21"
13307,125081,"21"
13309,101657,"12"
13313,143445,"21"
13314,136737,"21"
13315,85279,"12"
13324,13872,"12"
13324,103815,"12"
13325,7573,"12"
13325,112671,"21"
13326,120193,"21"
13327,126896,"12"
13330,12430,"12"
13331,125182,"12"
13334,67826,"21"
13335,140817,"21"
13337,84228,"12"
13340,107809,"12"
13343,123171,"12"
13344,3978,"21"
13346,110504,"21"
13346,129913,"21"
13348,21322,"21"
13348,142659,"21"
13352,2973,"12"
13355,72406,"21"
13355,92694,"21"
13359,108712,"21"
13361,21980,"21"
13362,7366,"12"
13364,135752,"12"
13367,111950,"21"
13380,23263,"21"
13384,4829,"12"
13385,83829,"21"
13391,111927,"21"
13393,124314,"12"
13394,12952,"12"
13397,56293,"21"
13403,102496,"21"
13416,10152,"12"
13417,45704,"21"
13419,122653,"12"
13428,113953,"21"
13429,114849,"21"
13430,25935,"21"
13443,120442,"21"
13445,113655,"12"
13446,122324,"21"
13446,125378,"21"
13450,99982,"21"
13452,88928,"21"
13455,2512,"12"
13461,129957,"21"
13466,41351,"21"
13467,139555,"12"
13469,9090,"12"
13469,98196,"21"
13472,139742,"21"
13481,119366,"12"
13482,132098,"21"
13486,5630,"12"
13487,122196,"12"
13489,88379,"21"
13489,106283,"21"
13499,14238,"12"
13504,15949,"12"
13505,139731,"21"
13506,111439,"12"
13512,104829,"21"
13516,109518,"21"
13518,130073,"12"
13545,11960,"12"
13546,31397,"21"
13551,142432,"21"
13560,97034,"21"
13570,8239,"12"
13572,8684,"12"
13576,81092,"12"
13581,10541,"12"
13582,90695,"12"
13583,8632,"12"
13588,134867,"12"
13590,105149,"21"
13601,120709,"12"
13603,142417,"21"
13604,63795,"21"
13606,11775,"12"
13606,124780,"21"
13624,114120,"21"
13626,119968,"12"
13628,65544,"21"
13636,21206,"12"
13636,138012,"21"
13638,128086,"12"
13641,6207,"12"
13643,84481,"12"
13643,103443,"21"
13649,62648,"21"
13650,111160,"12"
13653,141922,"12"
13654,4094,"12"
13656,121708,"12"
13659,81807,"12"
13661,4950,"12"
13665,15489,"12"
13670,21750,"21"
13671,141756,"21"
13679,115929,"21"
13683,145966,"21"
13684,942,"12"
13686,15860,"12"
13688,3246,"12"
13689,7804,"12"
13689,10218,"12"
13695,110917,"21"
13697,99331,"12"
13700,137045,"21"
13704,124710,"12"
13712,137098,"21"
13718,121052,"12"
13724,139054,"21"
13725,10681,"12"
13737,119568,"21"
13738,87656,"12"
13751,127414,"12"
13756,131322,"21"
13763,116560,"21"
13766,132286,"21"
13768,80325,"21"
13769,18222,"12"
13770,3685,"21"
13771,1690,"12"
13777,18979,"12"
13782,94828,"21"
13787,98664,"21"
13788,15059,"12"
13789,9572,"12"
13792,48557,"21"
13802,29187,"21"
13802,123155,"21"
13806,21839,"21"
13810,10175,"12"
13810,87207,"21"
13810,96460,"21"
13810,108854,"21"
13811,8887,"12"
13822,142446,"21"
13823,2309,"12"
13843,92332,"12"
13844,125976,"12"
13854,147148,"21"
13861,96988,"21"
13862,95866,"21"
13863,15886,"12"
13865,113049,"21"
13871,108495,"21"
13876,101514,"21"
13884,10886,"12"
13907,12005,"12"
13915,140999,"21"
13919,117845,"21"
13922,1679,"12"
13926,99674,"12"
13933,62279,"21"
13934,13549,"12"
13945,13708,"12"
13945,96157,"21"
13945,104901,"21"
13947,111080,"21"
13950,82287,"12"
13964,102048,"12"
13965,2054,"12"
13975,2450,"12"
13977,118782,"21"
13983,131874,"21"
13988,19433,"12"
13990,82475,"12"
13992,119132,"21"
13998,118903,"21"
14002,19969,"12"
14004,120116,"21"
14004,129606,"21"
14012,134364,"12"
14012,61438,"21"
14013,117230,"21"
14018,148654,"21"
14020,91010,"21"
14022,144558,"21"
14023,145964,"21"
14026,143352,"21"
14028,118617,"21"
14050,14812,"12"
14053,4905,"12"
14054,4166,"12"
14059,143896,"21"
14061,37983,"21"
14062,6279,"12"
14065,128313,"12"
14073,19867,"12"
14081,18026,"12"
14085,100367,"21"
14089,3480,"12"
14092,11062,"12"
14103,13565,"12"
14104,136529,"21"
14105,127178,"21"
14106,119893,"21"
14108,147100,"21"
14109,102365,"21"
14121,143998,"21"
14123,112481,"12"
14124,3526,"12"
14127,46917,"21"
14128,9659,"12"
14128,17074,"12"
14129,96384,"21"
14130,105675,"21"
14134,102079,"21"
14134,117680,"21"
14141,103792,"12"
14142,129884,"21"
14143,12195,"12"
14153,25102,"12"
14161,14663,"12"
14162,105728,"21"
14165,118199,"21"
14169,122187,"21"
14173,124270,"21"
14174,87428,"21"
14178,138352,"21"
14185,9400,"12"
14192,133428,"21"
14193,82469,"21"
14194,149895,"21"
14197,15935,"12"
14199,104627,"12"
14205,18825,"12"
14210,70,"12"
14210,107858,"12"
14219,120565,"12"
14221,15356,"12"
14222,21290,"21"
14222,144171,"21"
14223,140062,"21"
14231,107848,"12"
14231,115536,"21"
14231,121064,"21"
14233,120969,"12"
14233,111513,"21"
14235,137608,"12"
14238,92551,"21"
14244,69208,"12"
14245,138199,"21"
14254,16897,"12"
14258,105751,"12"
14262,132652,"21"
14263,83974,"12"
14273,5392,"12"
14276,127531,"12"
14283,10368,"12"
14290,17985,"12"
14304,81254,"12"
14318,8933,"12"
14318,103074,"21"
14332,9946,"12"
14339,5373,"12"
14343,131221,"21"
14345,145174,"12"
14355,1105,"12"
14358,85348,"21"
14359,143370,"12"
14361,63961,"21"
14367,37511,"21"
14383,145895,"21"
14390,103226,"21"
14394,7353,"12"
14398,92357,"12"
14401,44361,"21"
14406,120680,"21"
14413,122347,"21"
14425,83631,"12"
14428,112788,"21"
14430,123063,"21"
14431,6633,"12"
14440,27714,"12"
14444,139522,"21"
14451,107104,"21"
14459,135240,"21"
14459,151299,"21"
14461,137497,"21"
14462,17156,"12"
14465,60965,"21"
14468,110029,"12"
14469,133323,"21"
14478,91377,"12"
14479,135769,"21"
14482,90702,"21"
14491,974,"12"
14492,87169,"12"
14497,87158,"12"
14508,83467,"21"
14513,138956,"21"
14514,116268,"21"
14518,7532,"12"
14520,115822,"21"
14521,30028,"12"
14523,131276,"21"
14533,78437,"21"
14543,143308,"12"
14544,11217,"12"
14547,15893,"12"
14549,152126,"12"
14553,134078,"21"
14556,6408,"12"
14558,12002,"12"
14569,29341,"21"
14576,13828,"12"
14576,79439,"21"
14577,20166,"21"
14581,26464,"21"
14582,400,"12"
14586,131581,"12"
14595,74454,"21"
14598,151290,"21"
14606,124659,"21"
14615,6418,"12"
14619,121186,"21"
14620,34947,"21"
14623,5627,"12"
14627,8415,"12"
14629,133075,"21"
14632,147610,"21"
14636,103709,"12"
14637,130394,"21"
14647,126262,"21"
14648,17715,"12"
14648,48939,"21"
14653,10089,"12"
14653,123771,"21"
14657,15224,"12"
14658,79495,"12"
14669,128291,"21"
14679,58960,"21"
14687,14792,"12"
14688,138746,"21"
14689,16432,"12"
14690,108919,"21"
14691,50430,"21"
14692,150830,"21"
14698,132369,"21"
14701,19203,"12"
14711,86150,"12"
14712,96678,"12"
14719,110920,"21"
14722,11215,"12"
14723,6830,"12"
14725,13977,"12"
14728,10074,"12"
14730,50071,"21"
14740,19362,"12"
14744,10636,"12"
14747,7761,"12"
14757,129296,"21"
14759,133186,"12"
14764,90775,"21"
14764,123320,"21"
14771,110502,"12"
14771,148123,"21"
14775,128715,"21"
14776,130460,"21"
14783,148157,"21"
14784,6812,"12"
14784,151766,"21"
14785,20710,"12"
14786,75654,"21"
14791,83306,"12"
14798,131080,"21"
14801,259,"12"
14802,100322,"12"
14805,85337,"12"
14807,138902,"21"
14813,129043,"21"
14816,135476,"12"
14824,10543,"12"
14826,103277,"21"
14828,143585,"21"
14832,138386,"12"
14833,153044,"21"
14835,99027,"12"
14847,137600,"12"
14851,4114,"12"
14851,27513,"12"
14852,123268,"21"
14854,11299,"12"
14854,111989,"12"
14854,142149,"21"
14856,82176,"12"
14856,27339,"21"
14859,99265,"21"
14865,110336,"21"
14869,99029,"12"
14870,128644,"21"
14873,81648,"12"
14876,2243,"12"
14877,11487,"12"
14894,93746,"12"
14897,108693,"12"
14899,140724,"21"
14912,114188,"21"
14917,100088,"21"
14927,11016,"12"
14929,54189,"21"
14933,11823,"12"
14935,128228,"12"
14936,108088,"12"
14937,148282,"21"
14940,120294,"21"
14949,103349,"21"
14950,119027,"12"
14960,120854,"21"
14963,35751,"21"
14970,50620,"21"
14971,133696,"21"
